name,team
Kyle Schwarber,PHI
Trea Turner,PHI
Bryce Harper,PHI
Alec Bohm,PHI
J.T. Realmuto,PHI
Nick Castellanos,PHI
Austin Hays,PHI
Edmundo Sosa,PHI
Johan Rojas,PHI
