name,team
George Springer,TOR
Daulton Varsho,TOR
Vladimir Guerrero,TOR
Spencer Horwitz,TOR
Addison Barger,TOR
Alejandro Kirk,TOR
Joey Loperfido,TOR
Ernie Clement,TOR
Will Wagner,TOR
