name,team
Parker Meadows,DET
Riley Greene,DET
Matt Vierling,DET
Kerry Carpenter,DET
Colt Keith,DET
Spencer Torkelson,DET
Jace Jung,DET
Trey Sweeney,DET
Jake Rogers,DET
