name,team
Yandy Diaz,TB
Brandon Lowe,TB
Junior Caminero,TB
Josh Lowe,TB
Christopher Morel,TB
Jose Caballero,TB
Ben Rortvedt,TB
Jonny DeLuca,TB
Jose Siri,TB
