name,team
Jose Altuve,HOU
Alex Bregman,HOU
Yordan Alvarez,HOU
Yainer Diaz,HOU
Jeremy Pena,HOU
Victor Caratini,HOU
Mauricio Dubon,HOU
Zach Dezenzo,HOU
Chas McCormick,HOU
