name,team
Francisco Lindor,NYM
Brandon Nimmo,NYM
Mark Vientos,NYM
Pete Alonso,NYM
Jesse Winker,NYM
J.D. Martinez,NYM
Starling Marte,NYM
Jeff McNeil,NYM
Francisco Alvarez,NYM
