name,team
Brice Turang,MIL
Jackson Chourio,MIL
William Contreras,MIL
Jake Bauers,MIL
Willy Adames,MIL
Blake Perkins,MIL
Rhys Hoskins,MIL
Sal Frelick,MIL
Joey Ortiz,MIL
