name,team
Yandy Diaz,TB
Dylan Carlson,TB
Brandon Lowe,TB
Christopher Morel,TB
Junior Caminero,TB
Jose Caballero,TB
Jonny DeLuca,TB
Jose Siri,TB
Alex Jackson,TB
