name,team
Nolan Schanuel,LAA
Zach Neto,LAA
Logan O'Hoppe,LAA
Kevin Pillar,LAA
Taylor Ward,LAA
Anthony Rendon,LAA
Jo Adell,LAA
Brandon Drury,LAA
Michael Stefanic,LAA
