name,team
LaMonte Wade,SF
Tyler Fitzgerald,SF
Michael Conforto,SF
Heliot Ramos,SF
Matt Chapman,SF
Mike Yastrzemski,SF
Patrick Bailey,SF
Brett Wisely,SF
Grant McCray,SF
