name,team
Marcus Semien,TEX
Corey Seager,TEX
Josh Smith,TEX
Adolis Garcia,TEX
Nathaniel Lowe,TEX
Josh Jung,TEX
Wyatt Langford,TEX
Jonah Heim,TEX
Leody Taveras,TEX
