name,team
Jackson Chourio,MIL
Blake Perkins,MIL
William Contreras,MIL
Willy Adames,MIL
Brewer Hicklen,MIL
Gary Sanchez,MIL
Rhys Hoskins,MIL
Joey Ortiz,MIL
Andruw Monasterio,MIL
