name,team
Masyn Winn,STL
Alec Burleson,STL
Nolan Arenado,STL
Brendan Donovan,STL
Paul Goldschmidt,STL
Lars Nootbaar,STL
Ivan Herrera,STL
Jordan Walker,STL
Michael Siani,STL
