name,team
Geraldo Perdomo,ARI
Corbin Carroll,ARI
Lourdes Gurriel,ARI
Josh Bell,ARI
Randal Grichuk,ARI
Jake McCarthy,ARI
Eugenio Suarez,ARI
Kevin Newman,ARI
Jose Herrera,ARI
