name,team
Francisco Lindor,NYM
Brandon Nimmo,NYM
Mark Vientos,NYM
Pete Alonso,NYM
J.D. Martinez,NYM
Starling Marte,NYM
Jose Iglesias,NYM
Francisco Alvarez,NYM
Harrison Bader,NYM
