name,team
Steven Kwan,CLE
Andres Gimenez,CLE
Jose Ramirez,CLE
Josh Naylor,CLE
Will Brennan,CLE
Jhonkensy Noel,CLE
Daniel Schneemann,CLE
Bo Naylor,CLE
Brayan Rocchio,CLE
