Name,PA,1B,2B,3B,HR,BB,SO,SB,CS,Dir
Moises Febrillet,97,7,5,2,0,19,40,7,5,
Estefano Lozano,46,5,1,0,1,7,9,1,0,
David Calabrese,535,53,18,3,15,70,164,14,9,
Erison Placencia,153,22,4,0,1,12,55,2,2,
Arfeni Batista,187,20,9,0,4,14,76,2,0,
Bjay Cooke,391,57,8,0,1,44,155,14,7,
Donta' Williams,408,39,17,1,8,57,115,23,11,
Martin Gonzalez,160,18,6,0,1,25,57,1,0,
Jose Perez,149,20,1,0,4,18,44,7,3,
Erick Tejeda,35,6,0,0,0,4,13,0,0,
Oscar Santos,74,6,2,1,3,10,17,0,1,
Aaron Zavala,426,45,16,0,5,72,159,7,3,L
Luis Moreno,41,5,1,0,0,7,15,2,0,
David Avitia,108,13,4,0,1,8,38,0,1,
Angel Galarraga,133,15,7,0,1,12,37,1,0,
Erick Alvarez,140,15,7,1,0,18,32,2,2,
Breiny Ramirez,142,20,1,2,0,18,41,14,6,
Wes Kath,389,44,13,2,8,37,168,7,0,L
Mason Holt,67,6,2,2,1,6,24,1,1,
Freider Rojas,68,9,1,1,0,11,9,1,1,
Samuel Capellan,94,7,2,4,3,6,43,3,0,
Reinaldo De La Cruz,200,27,3,0,2,23,52,12,1,
Riley Mahan,177,15,8,1,8,8,56,2,0,
Kay Robles,126,14,4,0,3,7,57,3,1,
Antony Gomez,141,19,0,2,0,31,34,8,5,
Brandon Martorano,257,30,4,1,6,38,84,3,4,
Rodolfo Castro,57,6,2,0,2,3,21,0,0,
Didi Gregorius,117,12,4,1,3,9,15,1,0,
Brett Auerbach,368,46,13,0,6,25,108,21,7,R
Luis Meza,59,9,1,0,0,3,12,0,0,R
Jose Gerardo,226,23,6,1,5,37,96,17,5,R
Brailin Pascual,112,17,1,1,1,7,45,4,1,
Angel Herrera,163,16,2,6,1,32,33,13,7,
Wuilder Cumare,69,8,1,1,0,10,25,1,0,
Ty Hanchey,36,4,0,0,1,8,4,1,0,
Hunter Haas,96,9,4,0,2,16,27,2,1,
Gabriel Rodriguez,300,34,8,2,4,38,88,2,1,
Pier-Olivier Boucher,110,16,3,0,0,9,41,6,1,
Kevin Maitan,200,24,8,0,1,23,67,0,0,
Victor Mesia,82,11,1,1,1,8,27,2,1,
Roc Riggio,97,12,2,0,0,22,24,3,1,L
Brayan Hernandez,136,9,6,2,6,12,41,0,0,
Frandy Duran,146,20,2,0,1,19,34,4,0,
Diosfran Cabeza,59,5,3,0,1,10,12,0,2,
Albert Rodriguez,56,7,1,0,1,7,16,1,2,
Lisandro Bonifacio,63,7,2,0,0,11,11,5,1,
Daris Cordero,174,19,6,1,1,27,62,1,0,
Jason Hernandez,54,4,2,0,3,4,16,1,0,
Anthony Garcia,218,21,6,1,7,33,81,4,2,
Andres Mesa,151,17,5,0,4,13,60,6,4,
Daniel Mielcarek,89,11,1,1,0,18,33,6,4,
Deundre Jones,89,10,1,0,2,19,32,1,0,
Yimmy Diaz,139,18,2,0,1,24,27,7,1,
Cesar Salazar,222,23,8,0,2,31,33,3,0,L
Brennon McNair,256,28,6,5,2,35,98,19,2,
Donovan Casey,291,39,8,0,2,28,91,9,2,
Dayton Dooney,314,36,14,2,1,31,113,1,0,
Aaron Whitefield,118,12,5,0,3,12,47,12,2,
Fabian Pertuz,306,33,11,3,5,25,71,15,4,
Carlos Oviedo,79,5,4,0,3,15,20,0,0,
Martin Tamara,94,8,5,1,2,8,31,2,1,
Jose Sanchez,22,4,0,0,0,0,13,1,1,
Kehden Hettiger,27,3,1,0,0,6,7,0,1,
Pierce Bennett,30,3,1,0,0,6,3,0,0,
Armando Cruz,372,50,9,1,3,31,67,7,7,R
Ian Moller,394,42,12,2,6,63,112,8,1,R
Jake Anchia,267,25,14,2,4,24,71,1,0,
Jhonny Piron,132,16,5,1,0,11,34,6,4,
Spencer Bramwell,70,6,4,0,1,10,26,1,0,
Luis Almeyda,69,8,1,0,2,8,14,2,2,
Rafael Castillo,78,9,2,0,0,19,24,3,0,
Guillermo Rodriguez,117,14,3,0,1,18,40,3,2,
Diego Cartaya,403,38,10,0,19,37,117,0,0,R
Joey Wendle,37,3,1,1,2,0,9,1,0,
Ben DeLuzio,171,20,4,1,3,16,55,6,2,
Victor Mesa,40,6,0,0,1,2,5,2,1,
Javier Pena,91,10,1,1,2,11,35,3,2,
Luis Martinez,90,8,5,1,0,13,18,1,2,
Angel Arevalo,224,23,6,3,2,37,72,11,4,
Brayden Jobert,112,12,2,1,2,15,34,6,1,
Osvaldo Heredia,162,19,3,2,3,9,45,13,5,
Andres Bonolis,149,12,6,0,2,33,44,3,0,
Nate Nankil,58,7,3,0,0,5,9,1,0,
Henniel Alcala,79,8,3,0,2,5,14,0,0,
Yosweld Vasquez,78,8,3,0,2,4,9,2,0,
Jose Salas,382,46,13,1,4,28,99,22,9,S
Hayden Senger,309,32,11,1,5,36,95,3,3,
Jeremy Celedonio,356,31,7,0,17,56,155,11,5,
Garrett Mitchell,35,5,0,1,0,2,6,3,0,
Leonel Callez,19,2,0,0,1,3,5,0,0,
Yeudi Advincola,57,7,1,1,0,8,15,5,1,
Austin Schultz,19,1,1,0,1,2,9,0,1,
Bryan Andrade,111,18,0,0,0,11,18,0,0,
Daniel Castro,103,11,3,1,0,15,26,6,1,
Alonzo Rubalcaba,58,6,2,0,1,8,19,0,0,
Jose Marcano,201,22,10,1,0,20,42,3,1,
Eyke Ugueto,124,11,7,0,0,16,31,8,1,
Cole Elvis,21,2,1,0,0,3,3,0,1,
Eduardo Charles,19,3,0,0,0,3,7,1,1,
Michael Carico,22,2,0,0,1,4,4,0,0,
Estiven Machado,249,30,9,1,1,23,57,8,2,S
Jose Torres,344,37,11,1,6,34,107,11,3,
Allan Cerda,272,20,9,1,10,49,94,6,6,R
Soyger Brizuela,81,8,4,0,2,5,14,1,0,
Argenis Aparicio,84,11,3,0,0,8,15,3,3,
Wendell Rijo,86,11,3,0,0,9,27,0,2,
Dom Nunez,236,22,9,0,5,36,64,4,0,
Zac Cook,140,14,3,0,5,8,53,9,1,
Andrew Keck,150,16,4,0,2,22,41,7,0,
Joan Sierra,72,7,3,0,1,6,20,0,0,
Troy Claunch,175,18,5,0,4,21,32,0,0,
Tim Susnara,171,13,8,0,6,18,51,0,0,
Myles Emmerson,255,33,9,1,0,23,82,1,0,
Micah Bello,46,5,3,0,0,3,15,0,0,
Giovanny Rivero,51,8,0,0,0,6,12,1,0,
Brayan Altuve,94,10,3,0,3,7,35,4,1,
Daiverson Gutierrez,211,26,4,0,2,22,36,2,0,R
Niurby Asigen,107,11,4,0,1,16,24,1,2,
Bret Boswell,251,21,11,2,6,33,78,2,0,
Yoander Rivero,132,15,5,0,1,13,41,2,2,
Roman Quinn,177,15,8,1,2,26,61,16,1,
Grayson Greiner,79,8,4,0,1,6,32,0,1,
CJ Rodriguez,281,30,13,1,2,25,61,0,0,
Angel Aquino,139,20,3,0,0,11,58,3,0,
Michael Cantu,143,16,5,0,2,18,51,0,0,
Caleb Farmer,173,18,6,0,4,15,59,0,0,
Wil Myers,29,4,0,0,1,2,7,0,0,
Austin Nola,30,4,1,0,0,3,8,0,0,
Joey Votto,103,8,4,0,3,19,34,0,0,
Jose Sanchez,275,32,11,0,2,27,61,2,1,
Brian Rey,28,3,2,0,0,1,7,0,0,
Angel Geraldo,58,7,2,1,0,2,7,1,0,
Rayner Santana,67,4,3,0,3,7,24,0,0,
Willmer De La Cruz,100,12,2,1,0,13,28,6,1,S
Carlos Vasquez,102,13,2,0,0,19,20,3,1,
Cesar D'Oleo,110,12,2,0,1,24,23,1,0,
Gustavo Beltran,97,11,3,0,1,12,25,2,2,
Gavin Dugas,71,7,1,0,2,7,18,1,0,
Facundo Velasquez,175,17,4,2,4,26,66,4,0,
Robert Puason,263,38,5,0,1,17,86,10,5,
Bryan Acuna,147,19,2,0,1,25,39,4,4,
Anthony Servideo,380,43,14,1,3,43,147,7,5,
Tyler Johnson,111,9,5,0,3,18,39,1,0,
Khalil Lee,77,5,6,0,1,10,17,2,0,
Jeremy Eierman,153,15,6,0,3,16,47,4,0,
Daniel Campos,73,11,1,0,0,7,14,2,1,
Nehomar Caldera,125,13,6,0,0,15,30,1,0,
Nelson Beltran,214,23,8,1,1,29,70,6,3,
Jack Alexander,197,25,7,1,0,13,56,0,0,
Enmanuel Martinez,43,5,1,1,0,4,5,1,0,
Nathanael German,131,16,2,2,1,15,33,2,3,
Juan Obispo,82,8,3,2,1,2,37,4,1,
Lizandro Espinoza,413,43,15,1,7,39,106,13,7,R
Preston Palmeiro,161,14,8,1,2,22,34,1,0,
Jose Pastrano,176,20,5,1,1,25,30,2,1,
Robert Robertis,230,30,4,1,1,28,67,1,2,
Gregori Cano,116,11,5,0,2,17,33,1,0,
Roman La Torre,55,8,1,0,0,5,10,1,0,
Luis Arredondo,110,12,5,0,1,11,30,0,0,
Johan Estrada,61,7,2,0,0,12,20,2,1,
J.D. McLaughlin,189,18,8,1,2,26,47,12,0,
Jermaine Palacios,198,18,5,1,9,12,63,3,2,
Albert Chalas,70,5,2,4,0,9,30,0,0,
Randy Bednar,212,18,8,0,10,8,73,4,0,
Taylor Snyder,279,30,6,1,7,35,85,13,4,
David Hollie,166,13,4,1,7,21,60,12,1,
Arnold Prado,154,20,5,0,0,12,44,6,2,
Alberto Rios,157,16,4,2,3,16,37,8,2,R
Brandon Drury,13,1,0,0,1,1,5,1,0,
Willi Castro,13,2,0,0,0,2,5,0,0,
Ryan McKenna,61,4,2,1,3,6,21,2,0,
Michael Massey,12,1,1,0,0,1,3,0,0,
Starlin Gill,13,2,0,0,0,1,6,1,0,
Jehisbert Sevilla,76,8,4,0,0,6,13,0,2,
Yefri Rivera,64,7,2,1,0,7,11,1,0,
Raul Guzman,30,4,0,0,0,7,7,4,1,
Jose Marcano,37,5,1,0,0,2,7,0,0,
Jose Colmenarez,13,1,1,0,0,1,4,0,0,
Freili Encarnacion,39,5,1,0,0,2,8,2,0,
Elian Soto,114,13,5,0,0,13,44,0,3,
Aniel Mendoza,11,1,1,0,0,0,1,1,1,
Jose Gonzalez,111,12,3,0,1,20,27,6,3,
Mitchell Tolman,13,2,0,0,0,2,4,0,0,
Dyron Campos,199,21,5,2,5,10,56,8,1,
Drew Maggi,141,18,5,0,0,9,27,4,0,
Luis Barett,143,15,4,0,2,21,34,4,1,
Reniel Diaz,136,11,5,1,4,15,45,5,2,
Vladi Gomez,194,17,6,2,3,33,44,14,1,
Jordan Brown,167,15,5,1,5,16,57,2,3,
Yasel Antuna,246,24,7,2,4,35,64,8,3,
Isaiah Greene,211,22,7,1,3,27,74,10,2,L
Rodmar Angela,81,8,3,0,0,16,11,0,2,
Misael Urbina,412,39,18,3,4,49,109,6,3,
Nick Pratto,131,11,4,1,4,16,37,0,0,
Jhonanderson Robain,53,7,2,0,0,3,15,2,1,
Jason Matthews,169,19,2,0,4,20,59,6,2,
Edwin Barragan,111,13,2,0,1,18,26,2,1,
Abelardo Medrano,100,13,2,0,1,9,32,2,2,
Luis Garcia,205,20,6,3,1,30,52,8,5,
Alex De Goti,193,17,9,0,2,33,52,2,1,
Luis Rubio,143,18,2,1,0,22,32,4,1,
Mahki Backstrom,44,4,0,2,1,4,19,0,1,
Drake Osborn,267,22,9,0,11,22,65,0,1,
Elian Garcia,92,11,3,0,0,13,17,1,2,
Angel Gil,101,9,4,0,1,16,37,0,0,
Eric Bitonti,48,3,1,1,2,9,15,0,0,L
Gregory Duran,224,19,11,0,3,34,65,2,2,
Arison Jimenez,126,11,5,1,2,16,35,2,1,
Donovan McIntyre,131,15,3,1,0,23,43,3,1,
Kendry Chirinos,153,17,0,0,2,42,51,2,1,
Jonathan Taveras,118,13,4,2,0,10,32,4,2,
Maikol Hernandez,159,16,6,0,2,17,33,1,3,
Denyerbe Gervis,85,8,2,2,0,16,16,5,1,
Harlem Belen,83,8,3,0,1,16,22,4,1,
Josh Sale,82,8,1,0,3,13,31,1,0,
Billy Hamilton,113,12,3,1,1,14,35,8,0,
Greyson Jenista,106,7,6,1,3,10,39,1,0,
Edwarli Brioso,103,13,4,0,0,4,33,7,4,
Cody Wilson,242,28,7,0,2,18,87,19,5,
Jose Ferrer,33,4,1,0,0,5,15,0,0,
Sean McLain,35,4,0,0,1,7,10,0,0,
Mark Kolozsvary,111,11,3,0,4,7,39,1,0,
Luis Guillorme,94,9,3,0,1,20,14,0,0,
Kier Meredith,92,7,4,1,1,11,26,14,3,
Daje Morales,148,13,5,2,1,29,30,14,5,
Brendon Davis,156,9,10,0,5,18,47,1,0,
Yeremi Villahermosa,54,8,0,0,0,7,14,0,2,
Pablo Arosemena,113,12,3,1,0,17,15,1,0,
Jonathan Perez,63,6,1,1,0,14,17,2,0,
Cristopher De Guzman,54,5,3,0,0,7,19,5,0,
Edgar Mota,52,6,2,0,0,5,13,0,0,
Hector Nieves,132,12,4,0,3,19,39,5,1,
Ray-Jacson Chirino,67,6,4,0,1,2,23,1,0,
Wuilker Cumare,74,6,4,1,0,12,24,4,1,
Jankel Ortiz,98,9,2,1,2,13,31,2,2,
Gilbert Lara,166,22,4,0,2,8,37,1,1,
Eric Valdez,138,13,4,0,3,16,55,6,5,
Wendell Marrero,153,15,5,2,1,18,56,2,0,
Kevin Hacen,205,21,5,0,3,28,50,7,5,R
Sergio Tapia,124,11,5,0,2,17,21,1,1,
Jose Baez,19,2,0,1,0,2,9,0,0,
Mario Fernandez,74,9,2,0,1,2,25,0,0,
Kaden Polcovich,166,13,6,2,3,28,42,7,2,
Marcelo Perez,104,12,2,0,1,12,34,0,0,
Louis Pierre,22,3,0,0,0,4,6,1,0,
Jose Noguera,76,10,2,0,0,7,18,0,0,
Optiel Colina,74,7,1,1,0,17,24,5,0,
Hojans Hernandez,20,3,0,0,0,1,6,0,0,
Bryson Ware,98,9,3,0,3,10,25,4,1,
Anthony Calarco,117,17,0,0,1,11,40,1,0,
Israel Pineda,153,18,4,0,3,9,45,0,0,R
Juan Garcia,144,13,6,0,3,14,37,2,0,
Gavin Logan,286,25,8,2,6,47,90,2,3,
Keegan Fish,87,8,2,0,3,11,34,0,0,
Isaac Paulino,75,3,6,1,0,12,23,3,0,
Cristopher Navarro,127,13,6,1,0,10,31,0,0,
Lisandro Mejia,192,17,7,2,1,30,59,13,4,
Alexander Perez,89,10,3,0,1,6,21,2,1,
Manuel Mejias,133,16,5,0,0,10,27,0,0,
Yordis Perera,43,6,0,0,1,2,15,0,0,
Randy Guzman,177,14,8,0,3,30,59,0,0,
Alan Mejia,68,6,4,1,0,5,35,1,2,
Javier Pariguan,80,5,5,0,1,15,23,0,0,
Andres Tabares,112,14,1,0,0,25,21,7,1,
Roiber Niazoa,103,9,6,0,0,12,33,4,0,
Ashton Creal,132,16,1,0,2,14,53,4,1,
Hector Jimenez,167,17,6,0,0,20,35,9,7,
Josh Stowers,320,27,13,1,9,26,90,13,3,
Freudis Nova,157,18,3,0,3,18,44,2,1,
Luis Baez,54,7,1,0,0,6,15,3,3,R
Luis Castillo,84,8,1,1,2,15,27,3,0,R
Jake Burns,27,3,1,0,0,4,10,0,0,
Francis De Leon,29,4,0,0,0,5,7,7,1,
Rio Foster,25,4,0,0,0,2,10,0,1,
Steven Leyton,26,0,3,1,0,1,6,0,0,
Juan Sierra,150,14,3,0,4,25,29,1,1,
Connor Burns,92,5,4,1,3,14,43,0,0,R
Dillon Tatum,173,14,7,1,1,33,59,1,0,
Hendry Chivilli,97,10,1,1,2,12,37,4,2,R
Steven Rivas,121,16,1,1,1,8,42,1,1,
Kadon Morton,281,29,9,1,4,28,110,16,1,
Jaylen Palmer,464,42,11,1,13,62,183,30,8,
Joey Gallo,34,2,1,0,2,4,11,0,0,
Oneill Manzueta,200,23,4,1,2,21,71,1,0,
Darnel Collins,95,9,3,1,2,7,29,2,1,
Edryn Rodriguez,236,24,9,1,1,23,82,13,2,
Elias Reynoso,84,7,2,0,1,21,31,6,0,
Jose Contreras,103,6,5,1,3,13,35,2,3,
Yoanis Aleksandrov,33,5,0,0,0,3,17,1,2,
Nick Peoples,104,9,2,0,4,10,44,1,0,
Junior Sanquintin,225,25,8,0,3,13,76,1,1,
Joaan De Jesus,81,8,3,0,0,15,29,0,2,
Antonio Pimentel,121,15,0,1,1,16,23,7,1,
Carlos De Sousa,112,13,4,0,0,13,42,2,0,
PK Morris,164,12,8,1,2,28,51,0,0,
Kerry Carpenter,40,4,1,0,1,5,12,0,0,
Elias Petiyan,42,5,1,0,0,7,15,0,1,
Charles Nova,123,15,3,0,0,15,18,4,2,
Jorge Julio,48,3,3,0,0,11,14,2,2,
Adriel Cuello,133,17,2,0,0,10,46,6,2,
Helder Rosario,89,10,2,0,1,10,38,5,3,
Jesus Alexander,85,8,4,0,1,7,18,0,0,
Luis Bolivar,190,20,7,0,0,27,66,9,0,
Luis Garcia,156,16,3,0,2,28,51,4,1,
Justin Williams,272,24,13,3,2,22,101,1,1,
Cristian Benavides,96,10,2,0,2,12,29,3,1,
Smarlin Espinal,94,11,2,1,0,8,25,3,1,
Anthony Huezo,51,6,0,0,1,9,11,1,0,L
Evan Skoug,147,10,7,0,4,20,44,0,0,
Alexander Martinez,147,19,3,0,0,17,38,0,0,
Matt O'Neill,248,22,8,0,7,31,89,0,0,
Sam Praytor,158,13,7,0,4,12,42,1,0,
Ludwin Tejada,53,5,2,0,1,4,10,0,0,
Rafael Medina,57,5,2,0,1,6,24,0,0,
Austin Deming,110,9,6,0,1,15,35,0,1,
Frank Rodriguez,164,14,7,0,4,10,36,0,0,
T.J. White,286,29,5,2,6,35,104,0,2,S
Andy Acevedo,184,20,2,2,2,25,59,23,11,L
Cesar Calderon,63,7,1,0,1,8,22,0,0,
Nicolas Deschamps,212,21,4,0,3,37,65,3,0,
Nick Kahle,74,5,2,0,3,13,15,0,0,
Irving Igualas,66,7,3,0,0,6,22,0,0,
Delvin Perez,71,6,2,0,2,9,27,9,1,
Ryan Aguilar,80,9,1,0,1,11,31,2,1,
Joenelly Van Der Linden,80,10,1,0,0,11,24,2,3,
Liosward Marin,74,9,1,0,1,7,14,0,1,
Delfry Carrasco,115,9,2,1,0,35,34,5,1,
Juan Hernandez,89,9,3,1,0,9,20,1,3,
Nick Lorusso,100,7,7,1,0,9,27,2,1,
Santiago Pinto,118,13,3,0,1,12,50,6,3,
Nick Shumpert,123,13,2,0,3,16,47,6,1,
Korry Howell,265,24,8,2,4,28,86,21,4,R
Lazaro Morales,133,14,4,0,2,9,38,14,0,
Garrett McGowan,175,17,6,0,3,18,55,1,0,
Byron Buxton,14,2,0,0,0,2,5,0,0,
Mitch Haniger,35,3,0,0,2,2,4,0,0,
Caleb Hamilton,159,12,7,0,4,19,55,0,0,
Anthony Mulrine,134,12,5,0,1,16,30,0,0,
Jacob Pearson,114,11,2,2,2,12,39,3,0,
Justin Connell,29,3,1,0,0,3,5,0,1,
Dayro Perez,199,21,6,1,1,18,69,10,3,
Jake Washer,75,5,5,1,1,3,19,1,0,
Andruw Salcedo,66,7,2,1,0,4,17,0,0,
Wilmer Feliciano,49,7,0,0,0,6,20,2,0,
Ney Serrano,72,8,2,0,0,10,30,2,0,
Wally Soto,79,5,4,1,1,9,24,1,1,
Reed Trimble,57,5,2,1,0,8,13,6,0,S
Edwin Ramos,75,6,3,0,0,20,16,0,1,
Jamaliel Rosado,75,8,0,2,0,14,31,1,0,
Tommy Stevenson,143,10,5,0,5,20,54,0,0,
Ezra Farmer,41,3,2,0,0,9,13,1,0,
Andrew Fernandez,108,14,1,0,1,8,30,0,0,
Yohangel Moris,110,9,4,2,0,15,50,7,1,
Wagnel Luna,127,11,2,1,1,33,30,5,2,
Jose Ortiz,31,4,0,0,0,2,10,1,0,
Jake Zitella,21,2,1,0,0,3,4,0,0,
Antonio Anderson,46,5,2,0,0,4,15,1,1,S
Anthony Seigler,264,24,5,0,5,53,48,7,5,
Anthony Rodriguez,183,16,7,0,5,11,62,2,1,
Jhoan Solarte,124,11,3,1,3,12,32,7,0,
Luis Rodriguez,107,11,4,1,0,6,31,0,0,
Andres Hernandez,114,13,3,0,0,14,27,6,4,
Alexander Orasma,108,14,2,0,0,7,25,3,2,
Noah Williams,112,12,3,0,0,16,24,4,2,
Jake Means,266,26,5,0,7,28,70,5,2,
Mike Brosseau,78,8,0,0,4,3,21,0,1,
Alan Frias,91,7,2,1,2,14,37,4,0,
Ryan Reckley,173,17,1,0,4,33,65,5,0,
Wyatt Hoffman,233,26,5,0,0,29,64,21,0,
Santiago Chavez,188,21,5,0,1,20,55,0,0,
Jay Allen,129,12,3,0,2,16,44,16,5,R
Hayden Dunhurst,117,9,5,1,2,10,48,0,1,L
Alberth Palma,55,8,0,0,0,4,9,1,2,
Rabel Colon,144,13,4,0,3,17,47,9,2,
Rikelbin De Castro,170,16,7,0,1,18,48,3,2,
Gabriel Mavarez,94,12,0,0,0,18,19,3,1,
Braden Barry,88,8,2,0,2,12,35,4,1,
Tayler Aguilar,302,20,13,1,7,41,108,8,2,
Eddy Diaz,200,22,4,0,2,19,46,1,5,
Kevin Ereu,168,13,8,0,1,25,42,6,3,R
Eduardo Valencia,34,3,1,0,1,1,6,0,0,
Michael Berglund,188,16,4,0,5,26,65,1,0,
Delvis Matos,68,8,1,1,0,3,24,2,1,
Alen Pineda,71,8,1,1,0,5,22,1,1,
John Wimmer,34,3,2,0,0,2,17,0,0,
Zach Davis,36,5,0,0,0,4,14,4,1,
Gustavo Armas,77,7,1,1,0,17,28,2,1,
Garrett Whitley,62,7,1,0,1,4,23,1,0,
Yosneiker Rivas,31,2,1,0,1,6,1,1,0,
Railin Reyes,99,9,1,0,2,19,20,6,0,
Jared Thomas,38,2,2,0,0,10,8,0,0,
Will Bartlett,303,27,8,0,4,55,97,3,1,
Albert Carpio,140,15,4,0,0,12,19,4,3,
Junior Calderon,110,9,3,2,1,16,39,3,2,
Justin Toerner,203,14,5,1,6,34,55,4,0,
Jeremy Ramos,51,3,2,0,2,5,23,3,0,
Richel Del Rosario,114,13,0,0,1,18,38,1,4,
Jonathan Mejia,164,15,1,3,2,28,47,8,1,S
Marc Filia,257,17,6,2,6,45,75,6,1,
Dayker Baldallo,132,13,4,0,0,21,30,2,2,
Joan Gutierrez,156,12,6,2,0,27,44,7,3,
Omar Florentino,134,12,5,2,0,10,36,6,4,
Adam Hall,45,3,2,1,0,7,11,2,0,
Joshua Mears,227,12,9,0,9,29,96,13,5,
Ryan Cepero,88,8,4,0,0,8,27,2,0,
Alejandro Rios,71,7,2,0,0,7,15,0,1,
Estiven Giron,80,7,2,0,0,20,19,0,0,
Nazzan Zanetello,47,3,3,0,0,9,15,5,1,R
Levi Usher,227,17,7,3,2,35,86,11,4,
Byron Castillo,165,18,4,0,1,9,49,8,3,
Arturo De Freitas,119,15,2,0,0,9,41,0,0,
Ivan Sosa,100,7,4,0,3,8,41,3,2,
Hamlet Marte,102,10,1,0,3,11,25,1,0,
Hudson Potts,275,18,12,0,8,30,118,0,0,
Dylan Shockley,119,16,0,0,0,14,40,0,0,
Duke Ellis,63,6,1,1,0,12,21,3,1,
Miguel Tamares,59,6,1,0,1,7,18,5,0,
Juan Rosas,55,5,2,0,1,3,16,0,0,
Kilwer Colmenares,55,7,1,0,0,4,12,1,2,
Neify Rosario,37,3,1,0,1,5,13,1,1,
Ethan Hearn,263,27,6,2,2,20,89,6,2,
Roilan Machandy,86,8,2,0,2,7,32,9,3,
Cristian Santana,419,24,12,0,12,91,116,6,5,R
Andri Leon,80,10,2,0,0,3,29,1,2,
Darin Ruf,55,4,2,0,1,9,16,0,0,
Deivi Estrada,57,6,1,0,0,10,8,4,0,
Jose Fernandez,56,3,4,0,0,9,15,0,1,R
Manuel Cabrera,179,16,6,0,1,20,40,8,1,
Brandol Mezquita,141,12,4,2,2,10,51,5,0,
Elizaul Chalas,84,8,2,1,0,8,20,4,3,
Angel Pereira,142,10,2,4,1,28,65,7,1,
Eric Haase,30,3,0,0,1,3,8,0,0,
Austin Wynns,15,0,1,0,1,1,4,0,0,
Ruben Benavides,29,3,1,0,0,3,12,0,0,
Oferman Hernandez,55,4,4,0,0,3,16,0,0,
Randel Mondesi,62,7,0,1,0,7,32,2,1,
Andy Beato,16,1,1,0,0,2,5,1,0,
Arquedion Muller,35,2,2,0,0,8,16,8,0,
Mariano Ricciardi,133,15,3,0,0,14,23,0,0,
Wilfrank Graciano,15,1,1,0,0,0,5,1,0,
Henry Pizani,98,10,2,0,0,13,27,0,0,
Ryan Hernandez,61,4,3,0,1,7,21,0,0,
Elias Riera,69,5,3,0,0,6,22,0,0,
Ryan Lasko,30,2,2,0,0,3,5,1,0,R
Noah Williamson,108,9,3,0,3,9,59,4,2,
Dawson Dimon,202,19,6,0,1,27,70,2,0,
Franyel Baez,101,9,4,0,0,12,46,0,1,
Marcus Wilson,68,5,3,0,1,9,32,5,0,
Blaine McIntosh,123,12,3,1,0,17,42,2,4,
Reylin Perez,123,11,1,2,2,16,42,8,2,S
Jonathan Rivero,131,14,1,0,1,22,22,0,3,
Fredy Michel,59,5,1,0,1,8,18,3,0,
Marcos De La Rosa,151,15,3,1,0,25,48,20,7,
Enderson Delgado,186,15,4,2,3,22,47,1,1,S
Gustavo Cardozo,73,7,2,1,0,6,29,0,1,
Jose Arias,76,7,1,0,2,8,34,4,2,
Tony Bullard,76,7,0,1,2,8,16,4,1,
Bryan Broecker,78,8,0,0,2,10,25,3,0,
Justin Miknis,41,4,1,0,0,8,12,0,0,
Alex Mooney,76,6,4,0,0,7,13,4,0,R
Brett Barrera,119,13,2,1,0,7,18,1,0,
Jhonny Perez,163,16,3,0,3,14,51,6,0,
Angel Basabe,23,2,1,0,0,3,8,0,0,
Michael Mantecon,25,3,0,0,0,3,7,0,0,
Bryan Encarnacion,51,4,0,2,0,9,24,0,3,
Jose Sanabria,70,8,1,0,0,9,21,1,2,
Adrian Garcia,35,1,2,0,0,12,7,0,2,
Isaac Ramirez,43,5,0,1,0,3,20,4,1,
Diego Felix,105,7,3,1,2,14,44,7,3,
Nate Soria,80,9,1,0,0,7,29,0,1,
Stanley Tucker,74,5,2,1,2,7,23,4,0,
Matheus Lelis,58,6,1,0,0,6,15,1,0,
Lou Helmig,60,3,2,1,1,9,17,2,0,
Ramses Velazquez,187,12,4,2,3,41,47,7,2,
Michel Triana,165,12,8,1,1,16,48,3,0,
Luis Garcia,89,8,3,0,0,11,27,0,0,
Reginald Preciado,112,12,1,2,0,6,32,3,0,
Jhoan Contreras,36,4,0,0,0,8,8,0,1,
Frank Perez,69,7,1,0,1,5,37,1,0,
Juan Pizarro,44,4,1,0,0,7,9,4,1,
Blake Mitchell,52,4,1,0,0,17,14,1,0,L
Christian Pregent,39,3,1,0,1,3,19,0,0,
Warren Saunders,118,13,2,0,1,7,32,0,0,
Sergio Gutierrez,91,4,2,0,5,14,38,2,0,
Elvis Rijo,84,11,0,0,0,6,19,0,2,
Jhon Bencosme,86,7,4,0,0,7,17,1,0,
Adrian Hernandez,46,4,0,1,1,5,17,2,0,
Jeremy Bautista,47,5,1,0,0,4,12,3,1,
Omar Ferrera,127,10,4,0,0,24,21,6,0,
Erick Hernandez,78,6,2,1,0,12,27,2,0,
Vicent Nunez,76,9,0,0,0,11,13,2,0,
Christopher Orelin,83,7,3,0,0,13,19,0,1,
Tanner Tredaway,93,11,0,0,0,13,20,3,0,
Bryant Quijada,113,10,3,0,0,19,20,0,1,
Raudy De Los Santos,124,6,4,3,1,24,18,10,7,
Axiel Plaz,131,8,4,1,1,21,41,0,1,
Luis Gonzalez,203,17,5,2,1,26,101,0,3,
Victor Torres,30,4,0,0,0,1,10,0,0,
Darol Garcia,90,7,4,0,0,11,30,5,0,
Jake Perez,43,3,0,0,2,5,22,0,0,
