name,team
Ian Happ,CHC
Michael Busch,CHC
Seiya Suzuki,CHC
Cody Bellinger,CHC
Isaac Paredes,CHC
Nico Hoerner,CHC
Dansby Swanson,CHC
Pete Crow-Armstrong,CHC
Miguel Amaya,CHC
