name,team
Matt Vierling,DET
Andy Ibanez,DET
Riley Greene,DET
Spencer Torkelson,DET
Justyn-Henry Malloy,DET
Jake Rogers,DET
Parker Meadows,DET
Jace Jung,DET
Ryan Kreidler,DET
