name,team
George Springer,TOR
Daulton Varsho,TOR
Vladimir Guerrero,TOR
Alejandro Kirk,TOR
Spencer Horwitz,TOR
Ernie Clement,TOR
Davis Schneider,TOR
Leo Jimenez,TOR
Addison Barger,TOR
