name,team
Jose Altuve,HOU
Yordan Alvarez,HOU
Alex Bregman,HOU
Yainer Diaz,HOU
Jeremy Pena,HOU
Ben Gamel,HOU
Victor Caratini,HOU
Jason Heyward,HOU
Mauricio Dubon,HOU
