name,team
Austin Slater,BAL
Adley Rutschman,BAL
Gunnar Henderson,BAL
Anthony Santander,BAL
Eloy Jimenez,BAL
Colton Cowser,BAL
Emmanuel Rivera,BAL
Coby Mayo,BAL
Jackson Holliday,BAL
