name,team
J.P. Crawford,SEA
Victor Robles,SEA
Randy Arozarena,SEA
Julio Rodriguez,SEA
Justin Turner,SEA
Cal Raleigh,SEA
Jorge Polanco,SEA
Mitch Haniger,SEA
Dylan Moore,SEA
