name,team
Michael Harris,ATL
Jorge Soler,ATL
Marcell Ozuna,ATL
Matt Olson,ATL
Travis d'Arnaud,ATL
Whit Merrifield,ATL
Orlando Arcia,ATL
Ramon Laureano,ATL
Gio Urshela,ATL
