name,team
Maikel Garcia,KC
Bobby Witt,KC
Salvador Perez,KC
Paul DeJong,KC
Freddy Fermin,KC
Tommy Pham,KC
Robbie Grossman,KC
Yuli Gurriel,KC
Garrett Hampson,KC
